 #m    e    m2    e2    
  0.7238     -1.4850      0.5238      2.2052
  0.7275     -1.4700      0.5293      2.1609
  0.3150     -1.3550      0.0992      1.8360
  0.6025     -1.3500      0.3630      1.8225
 -0.0587     -1.2950      0.0035      1.6770
 -0.8050     -1.5000      0.6480      2.2500
 -0.3787     -1.3175      0.1435      1.7358
 -0.7588     -1.4550      0.5757      2.1170
 -0.5925     -1.3950      0.3511      1.9460
 -0.7087     -1.4650      0.5023      2.1462
 -0.6400     -1.3625      0.4096      1.8564
 -0.7200     -1.4650      0.5184      2.1462
 -0.7675     -1.4400      0.5891      2.0736
 -0.7662     -1.5050      0.5871      2.2650
 -0.5288     -1.3350      0.2796      1.7822
 -0.7075     -1.4275      0.5006      2.0378
 -0.4838     -1.3000      0.2340      1.6900
  0.0775     -1.2925      0.0060      1.6706
  0.3575     -1.3525      0.1278      1.8293
  0.7050     -1.3775      0.4970      1.8975
  0.4800     -1.2525      0.2304      1.5688
  0.6225     -1.4425      0.3875      2.0808
  0.4363     -1.2875      0.1903      1.6577
  0.3100     -1.2975      0.0961      1.6835
  0.5487     -1.4300      0.3011      2.0449
  0.7175     -1.5050      0.5148      2.2650
  0.7100     -1.5125      0.5041      2.2877
  0.5600     -1.3425      0.3136      1.8023
  0.6225     -1.4000      0.3875      1.9600
  0.6012     -1.3200      0.3615      1.7424
  0.4763     -1.3325      0.2268      1.7756
  0.7412     -1.5050      0.5495      2.2650
  0.7925     -1.5000      0.6281      2.2500
  0.8213     -1.5600      0.6745      2.4336
  0.4600     -1.4450      0.2116      2.0880
  0.4738     -1.2800      0.2244      1.6384
  0.7475     -1.4325      0.5588      2.0521
  0.1138     -1.2250      0.0129      1.5006
 -0.5725     -1.2975      0.3278      1.6835
 -0.6550     -1.4525      0.4290      2.1098
 -0.1650     -1.2625      0.0272      1.5939
 -0.0650     -1.3575      0.0042      1.8428
 -0.7125     -1.4450      0.5077      2.0880
 -0.7163     -1.4250      0.5130      2.0306
 -0.6350     -1.4200      0.4032      2.0164
 -0.5325     -1.3150      0.2836      1.7292
 -0.6787     -1.4525      0.4607      2.1098
 -0.6362     -1.3125      0.4048      1.7227
 -0.5913     -1.3150      0.3496      1.7292
 -0.5600     -1.3600      0.3136      1.8496
 -0.3975     -1.3625      0.1580      1.8564
 -0.0063     -1.1800      0.0000      1.3924
 -0.6763     -1.4675      0.4573      2.1536
 -0.7612     -1.4525      0.5795      2.1098
 -0.7050     -1.3800      0.4970      1.9044
 -0.5925     -1.3375      0.3511      1.7889
 -0.1950     -1.2950      0.0380      1.6770
 -0.3862     -1.3350      0.1492      1.7822
  0.3613     -1.2900      0.1305      1.6641
  0.3975     -1.3025      0.1580      1.6965
  0.1537     -1.2875      0.0236      1.6577
  0.7350     -1.4300      0.5402      2.0449
  0.5513     -1.3800      0.3039      1.9044
  0.7338     -1.4300      0.5384      2.0449
  0.5925     -1.3475      0.3511      1.8158
  0.6350     -1.3225      0.4032      1.7490
  0.6800     -1.4650      0.4624      2.1462
  0.5375     -1.3125      0.2889      1.7227
  0.7000     -1.4625      0.4900      2.1389
  0.6863     -1.4125      0.4709      1.9952
  0.6637     -1.4600      0.4406      2.1316
  0.1475     -1.2875      0.0218      1.6577
  0.0425     -1.2650      0.0018      1.6002
  0.6212     -1.4075      0.3860      1.9811
  0.7612     -1.4575      0.5795      2.1243
  0.5200     -1.3525      0.2704      1.8293
  0.7000     -1.3925      0.4900      1.9391
 -0.1988     -1.2375      0.0395      1.5314
 -0.7137     -1.4700      0.5094      2.1609
  0.3362     -1.2925      0.1131      1.6706
 -0.1700     -1.2500      0.0289      1.5625
  0.1938     -1.2100      0.0375      1.4641
  0.5212     -1.3950      0.2717      1.9460
  0.5988     -1.3275      0.3585      1.7623
  0.7475     -1.5200      0.5588      2.3104
  0.6038     -1.3550      0.3645      1.8360
  0.2625     -1.3450      0.0689      1.8090
  0.4700     -1.4450      0.2209      2.0880
  0.5463     -1.3075      0.2984      1.7096
  0.6512     -1.4125      0.4241      1.9952
  0.6887     -1.4250      0.4744      2.0306
  0.7750     -1.4925      0.6006      2.2276
  0.7550     -1.4850      0.5700      2.2052
  0.6863     -1.4200      0.4709      2.0164
  0.7262     -1.3900      0.5274      1.9321
  0.7050     -1.4600      0.4970      2.1316
  0.5062     -1.3150      0.2563      1.7292
  0.6475     -1.3650      0.4193      1.8632
  0.5587     -1.4400      0.3122      2.0736
  0.6200     -1.3800      0.3844      1.9044
  0.7500     -1.3925      0.5625      1.9391
  0.5637     -1.3900      0.3178      1.9321
  0.7250     -1.4075      0.5256      1.9811
  0.5387     -1.4475      0.2903      2.0953
  0.7662     -1.4250      0.5871      2.0306
  0.5212     -1.3300      0.2717      1.7689
  0.5212     -1.2875      0.2717      1.6577
  0.7800     -1.5075      0.6084      2.2726
  0.5062     -1.2850      0.2563      1.6512
  0.6400     -1.3775      0.4096      1.8975
  0.4275     -1.4375      0.1828      2.0664
  0.7688     -1.4950      0.5910      2.2350
  0.7425     -1.4625      0.5513      2.1389
  0.7050     -1.4325      0.4970      2.0521
  0.5400     -1.4075      0.2916      1.9811
  0.6675     -1.3875      0.4456      1.9252
  0.3513     -1.3300      0.1234      1.7689
  0.6012     -1.3950      0.3615      1.9460
  0.6550     -1.3375      0.4290      1.7889
  0.6975     -1.5200      0.4865      2.3104
  0.7250     -1.4575      0.5256      2.1243
  0.6550     -1.3450      0.4290      1.8090
  0.6438     -1.3850      0.4144      1.9182
  0.7612     -1.4025      0.5795      1.9670
  0.6538     -1.4150      0.4274      2.0022
  0.6637     -1.3600      0.4406      1.8496
  0.8337     -1.5675      0.6951      2.4571
  0.5537     -1.4125      0.3066      1.9952
  0.7200     -1.4775      0.5184      2.1830
  0.6150     -1.2525      0.3782      1.5688
  0.7812     -1.4875      0.6104      2.2127
  0.4113     -1.3700      0.1691      1.8769
  0.6613     -1.3900      0.4373      1.9321
  0.7462     -1.3725      0.5569      1.8838
  0.7063     -1.3825      0.4988      1.9113
  0.7113     -1.4475      0.5059      2.0953
 -0.0175     -1.2900      0.0003      1.6641
  0.2988     -1.2175      0.0893      1.4823
  0.2300     -1.2325      0.0529      1.5191
  0.7000     -1.4650      0.4900      2.1462
  0.7525     -1.4550      0.5663      2.1170
  0.2562     -1.2975      0.0657      1.6835
 -0.6288     -1.3775      0.3953      1.8975
 -0.7438     -1.4575      0.5532      2.1243
 -0.7200     -1.4625      0.5184      2.1389
 -0.3775     -1.2975      0.1425      1.6835
 -0.5138     -1.3000      0.2639      1.6900
  0.2100     -1.3425      0.0441      1.8023
 -0.7462     -1.4325      0.5569      2.0521
 -0.4475     -1.3600      0.2003      1.8496
 -0.7762     -1.4825      0.6026      2.1978
 -0.1862     -1.4050      0.0347      1.9740
  0.2400     -1.3675      0.0576      1.8701
  0.0638     -1.2150      0.0041      1.4762
  0.2350     -1.2750      0.0552      1.6256
  0.7638     -1.4525      0.5833      2.1098
  0.7087     -1.5050      0.5023      2.2650
  0.7188     -1.4775      0.5166      2.1830
  0.4537     -1.4075      0.2059      1.9811
  0.6837     -1.3350      0.4675      1.7822
  0.5262     -1.3575      0.2769      1.8428
  0.7550     -1.4100      0.5700      1.9881
  0.6850     -1.3475      0.4692      1.8158
  0.6937     -1.3700      0.4813      1.8769
  0.7538     -1.4875      0.5681      2.2127
  0.3225     -1.2450      0.1040      1.5500
 -0.4313     -1.3425      0.1860      1.8023
 -0.5650     -1.3175      0.3192      1.7358
 -0.7350     -1.4600      0.5402      2.1316
 -0.6250     -1.4550      0.3906      2.1170
 -0.7188     -1.4475      0.5166      2.0953
 -0.4662     -1.3325      0.2174      1.7756
 -0.7238     -1.4375      0.5238      2.0664
 -0.6987     -1.3800      0.4883      1.9044
 -0.4550     -1.3800      0.2070      1.9044
 -0.7650     -1.4675      0.5852      2.1536
 -0.7450     -1.4850      0.5550      2.2052
 -0.5088     -1.3300      0.2588      1.7689
 -0.5050     -1.2550      0.2550      1.5750
 -0.8063     -1.5350      0.6500      2.3562
 -0.5637     -1.3875      0.3178      1.9252
 -0.4175     -1.4375      0.1743      2.0664
  0.1375     -1.2600      0.0189      1.5876
 -0.4200     -1.3750      0.1764      1.8906
 -0.6625     -1.4275      0.4389      2.0378
 -0.7100     -1.3825      0.5041      1.9113
 -0.2387     -1.2725      0.0570      1.6193
 -0.4512     -1.2725      0.2036      1.6193
 -0.7288     -1.4125      0.5311      1.9952
 -0.5000     -1.2650      0.2500      1.6002
 -0.7238     -1.5050      0.5238      2.2650
 -0.7937     -1.4900      0.6300      2.2201
 -0.6488     -1.3800      0.4209      1.9044
 -0.7350     -1.4225      0.5402      2.0235
 -0.7075     -1.3950      0.5006      1.9460
 -0.6150     -1.3700      0.3782      1.8769
 -0.7850     -1.5350      0.6162      2.3562
 -0.6388     -1.3550      0.4080      1.8360
 -0.7475     -1.5075      0.5588      2.2726
 -0.6737     -1.3825      0.4539      1.9113
 -0.7512     -1.4350      0.5644      2.0592
 -0.4612     -1.3550      0.2128      1.8360
 -0.6388     -1.4075      0.4080      1.9811
 -0.6925     -1.5200      0.4796      2.3104
 -0.0800     -1.2750      0.0064      1.6256
 -0.4925     -1.3775      0.2426      1.8975
 -0.7275     -1.4150      0.5293      2.0022
 -0.1350     -1.2500      0.0182      1.5625
  0.5425     -1.3625      0.2943      1.8564
  0.7338     -1.4625      0.5384      2.1389
  0.8075     -1.5125      0.6521      2.2877
  0.5088     -1.3600      0.2588      1.8496
  0.6538     -1.3525      0.4274      1.8293
  0.4788     -1.3175      0.2292      1.7358
  0.5725     -1.3925      0.3278      1.9391
  0.4575     -1.4050      0.2093      1.9740
  0.7400     -1.4175      0.5476      2.0093
  0.7075     -1.4825      0.5006      2.1978
  0.5950     -1.2625      0.3540      1.5939
  0.3387     -1.3300      0.1148      1.7689
 -0.3463     -1.3825      0.1199      1.9113
  0.0362     -1.2725      0.0013      1.6193
 -0.7625     -1.4900      0.5814      2.2201
 -0.7400     -1.4075      0.5476      1.9811
 -0.6362     -1.3850      0.4048      1.9182
 -0.8075     -1.4950      0.6521      2.2350
 -0.7425     -1.4625      0.5513      2.1389
 -0.7000     -1.4375      0.4900      2.0664
 -0.5212     -1.3950      0.2717      1.9460
 -0.6550     -1.3450      0.4290      1.8090
 -0.6813     -1.3675      0.4641      1.8701
 -0.5275     -1.2525      0.2783      1.5688
 -0.3000     -1.2800      0.0900      1.6384
  0.5312     -1.4100      0.2822      1.9881
  0.5900     -1.3575      0.3481      1.8428
  0.3125     -1.3450      0.0977      1.8090
  0.6562     -1.4300      0.4307      2.0449
  0.6475     -1.3675      0.4193      1.8701
  0.7450     -1.3925      0.5550      1.9391
  0.6963     -1.3625      0.4848      1.8564
  0.4113     -1.3025      0.1691      1.6965
 -0.3212     -1.1700      0.1032      1.3689
 -0.6887     -1.3550      0.4744      1.8360
 -0.6138     -1.3925      0.3767      1.9391
 -0.2412     -1.2375      0.0582      1.5314
 -0.6375     -1.3325      0.4064      1.7756
 -0.6088     -1.3525      0.3706      1.8293
 -0.7125     -1.4250      0.5077      2.0306
 -0.6362     -1.4075      0.4048      1.9811
 -0.7438     -1.4000      0.5532      1.9600
 -0.7388     -1.4775      0.5458      2.1830
 -0.7025     -1.3675      0.4935      1.8701
 -0.5650     -1.3875      0.3192      1.9252
 -0.6950     -1.3725      0.4830      1.8838
 -0.5750     -1.3425      0.3306      1.8023
 -0.5737     -1.4200      0.3292      2.0164
 -0.7475     -1.4275      0.5588      2.0378
 -0.6512     -1.3100      0.4241      1.7161
 -0.7712     -1.4700      0.5948      2.1609
 -0.7262     -1.4300      0.5274      2.0449
 -0.5913     -1.3450      0.3496      1.8090
 -0.4487     -1.2775      0.2014      1.6320
 -0.6038     -1.4475      0.3645      2.0953
 -0.6438     -1.4225      0.4144      2.0235
 -0.6375     -1.3825      0.4064      1.9113
 -0.6100     -1.4450      0.3721      2.0880
 -0.8213     -1.5225      0.6745      2.3180
 -0.7762     -1.4575      0.6026      2.1243
 -0.5425     -1.3500      0.2943      1.8225
 -0.6050     -1.4225      0.3660      2.0235
 -0.1762     -1.3025      0.0311      1.6965
 -0.7650     -1.4725      0.5852      2.1683
 -0.6188     -1.3500      0.3829      1.8225
 -0.6837     -1.3850      0.4675      1.9182
 -0.3250     -1.2650      0.1056      1.6002
 -0.7050     -1.4450      0.4970      2.0880
 -0.4725     -1.3350      0.2233      1.7822
 -0.2213     -1.2800      0.0490      1.6384
 -0.4512     -1.2475      0.2036      1.5563
 -0.6925     -1.4350      0.4796      2.0592
 -0.7475     -1.4450      0.5588      2.0880
 -0.5525     -1.3575      0.3053      1.8428
 -0.7925     -1.4625      0.6281      2.1389
 -0.8387     -1.5975      0.7035      2.5520
 -0.2238     -1.2850      0.0501      1.6512
 -0.7137     -1.4175      0.5094      2.0093
 -0.6575     -1.3175      0.4323      1.7358
 -0.5250     -1.3275      0.2756      1.7623
 -0.4437     -1.3725      0.1969      1.8838
 -0.5225     -1.3500      0.2730      1.8225
 -0.6025     -1.3700      0.3630      1.8769
 -0.4925     -1.4000      0.2426      1.9600
 -0.7238     -1.4375      0.5238      2.0664
 -0.5375     -1.3150      0.2889      1.7292
 -0.6937     -1.4650      0.4813      2.1462
  0.0275     -1.3575      0.0008      1.8428
  0.3762     -1.3100      0.1416      1.7161
 -0.0375     -1.2900      0.0014      1.6641
  0.5475     -1.4125      0.2998      1.9952
  0.6050     -1.3325      0.3660      1.7756
  0.7325     -1.4550      0.5366      2.1170
  0.6012     -1.3375      0.3615      1.7889
  0.6575     -1.3725      0.4323      1.8838
  0.4763     -1.3625      0.2268      1.8564
  0.7087     -1.3925      0.5023      1.9391
  0.4288     -1.3875      0.1838      1.9252
  0.8025     -1.5925      0.6440      2.5361
  0.6987     -1.4650      0.4883      2.1462
  0.3837     -1.3250      0.1473      1.7556
  0.7788     -1.4550      0.6065      2.1170
  0.5162     -1.4850      0.2665      2.2052
  0.5075     -1.3175      0.2576      1.7358
  0.1650     -1.2575      0.0272      1.5813
  0.2988     -1.3000      0.0893      1.6900
  0.6837     -1.4575      0.4675      2.1243
 -0.0225     -1.3200      0.0005      1.7424
  0.2300     -1.2925      0.0529      1.6706
  0.7338     -1.4450      0.5384      2.0880
  0.6725     -1.3900      0.4523      1.9321
  0.7887     -1.4975      0.6221      2.2425
 -0.0238     -1.2575      0.0006      1.5813
 -0.7450     -1.5150      0.5550      2.2952
 -0.7500     -1.4650      0.5625      2.1462
 -0.7588     -1.4400      0.5757      2.0736
 -0.6937     -1.4425      0.4813      2.0808
 -0.6412     -1.4425      0.4112      2.0808
 -0.4725     -1.3375      0.2233      1.7889
 -0.6100     -1.3750      0.3721      1.8906
 -0.3463     -1.3425      0.1199      1.8023
  0.3925     -1.2325      0.1541      1.5191
  0.5913     -1.3450      0.3496      1.8090
  0.6088     -1.3900      0.3706      1.9321
  0.7837     -1.5025      0.6143      2.2575
  0.5750     -1.3225      0.3306      1.7490
  0.6000     -1.3375      0.3600      1.7889
  0.5400     -1.3475      0.2916      1.8158
  0.6887     -1.4325      0.4744      2.0521
  0.4225     -1.4775      0.1785      2.1830
 -0.8337     -1.5550      0.6951      2.4180
 -0.4612     -1.2525      0.2128      1.5688
 -0.3825     -1.3100      0.1463      1.7161
 -0.5887     -1.4700      0.3466      2.1609
 -0.3663     -1.3800      0.1341      1.9044
 -0.3438     -1.3075      0.1182      1.7096
 -0.2550     -1.2525      0.0650      1.5688
 -0.7350     -1.4300      0.5402      2.0449
 -0.6350     -1.3775      0.4032      1.8975
 -0.8063     -1.5550      0.6500      2.4180
 -0.7863     -1.4625      0.6182      2.1389
 -0.7963     -1.5100      0.6340      2.2801
 -0.7288     -1.4450      0.5311      2.0880
 -0.3500     -1.2575      0.1225      1.5813
 -0.5225     -1.3750      0.2730      1.8906
 -0.6687     -1.3700      0.4472      1.8769
 -0.1062     -1.2050      0.0113      1.4520
 -0.4537     -1.4175      0.2059      2.0093
 -0.7300     -1.3975      0.5329      1.9530
 -0.5088     -1.3400      0.2588      1.7956
 -0.5725     -1.3325      0.3278      1.7756
 -0.5337     -1.3500      0.2849      1.8225
 -0.6813     -1.4025      0.4641      1.9670
 -0.7388     -1.4675      0.5458      2.1536
 -0.8050     -1.5125      0.6480      2.2877
 -0.6937     -1.4325      0.4813      2.0521
 -0.7137     -1.4725      0.5094      2.1683
 -0.6200     -1.3900      0.3844      1.9321
 -0.7037     -1.4700      0.4953      2.1609
 -0.7312     -1.4450      0.5347      2.0880
 -0.6450     -1.4250      0.4160      2.0306
 -0.5687     -1.2575      0.3235      1.5813
 -0.5600     -1.3400      0.3136      1.7956
  0.4988     -1.3600      0.2488      1.8496
  0.5988     -1.3700      0.3585      1.8769
  0.5188     -1.3975      0.2691      1.9530
  0.8000     -1.5350      0.6400      2.3562
  0.6150     -1.4200      0.3782      2.0164
  0.6625     -1.4400      0.4389      2.0736
